,名称,カテゴリー,住所,路線,最寄り駅,時間,購入価格,面積,間取り,築年数
9414,犬蔵１（たまプラーザ駅） 5380万円～5780万円,新築一戸建て,神奈川県川崎市宮前区犬蔵１,東急田園都市線,たまプラーザ,－徒歩23分,5380万円～5780万円,100.4m2～101.44m2,2LDK+S（納戸）～3LDK,-
9415,犬蔵１（たまプラーザ駅） 5380万円・5780万円,新築一戸建て,神奈川県川崎市宮前区犬蔵１,東急田園都市線,たまプラーザ,－徒歩23分,5380万円・5780万円,100.4m2・101.44m2（実測）,2LDK+S（納戸）・3LDK,-
9416,犬蔵１（たまプラーザ駅） 5380万円～5780万円,新築一戸建て,神奈川県川崎市宮前区犬蔵１-３３－３,東急田園都市線,たまプラーザ,－徒歩23分,5380万円～5780万円,100.4m2・101.44m2（30.37坪・30.68坪）,2LDK+S（納戸）～3LDK,-
9417,犬蔵１（たまプラーザ駅） 5380万円～5780万円,新築一戸建て,神奈川県川崎市宮前区犬蔵１-33-3,東急田園都市線,たまプラーザ,－徒歩23分,5380万円～5780万円,100.4m2～101.44m2（30.37坪～30.68坪）,2LDK+S（納戸）～3LDK,-
9418,川崎市宮前区馬絹４丁目　新築戸建　全2棟,新築一戸建て,神奈川県川崎市宮前区馬絹４,東急田園都市線,宮崎台,－徒歩19分～19分,5380万円・5480万円,76.78m2・78.71m2（23.22坪・23.80坪）（実測）,5LDK,-
9419,馬絹４（宮崎台駅） 5380万円・5480万円,新築一戸建て,神奈川県川崎市宮前区馬絹４,東急田園都市線,宮崎台,－徒歩21分,5380万円・5480万円,76.78m2・78.71m2（23.22坪・23.80坪）（実測）,5LDK※車庫面積：8.96平米,-
9420,新築一戸建　宮崎台駅徒歩17分　5480万円　馬絹4丁目,新築一戸建て,神奈川県川崎市宮前区馬絹４,東急田園都市線,宮崎台,－徒歩17分,5480万円,104m2,2LDK+S（納戸）,-
9421,フォレストタウン神木本町4丁目第1期　2号棟成約！残1棟！,新築一戸建て,神奈川県川崎市宮前区神木本町４,東急田園都市線,宮前平,－徒歩21分,5480万円,161m2,3LDK,-
9422,梶ケ谷（宮崎台駅） 5580万円,新築一戸建て,神奈川県川崎市宮前区梶ケ谷,東急田園都市線,宮崎台,－徒歩18分,5580万円,103.82m2（31.40坪）（登記）,3LDK,-
9423,ようこそ、TAKIHOUSEのブランピュール梶が谷へ♪駅徒歩17分♪南道路全2棟建物完成♪大型ロフト付き2階建＆収納豊富な3階建て♪,新築一戸建て,神奈川県川崎市宮前区梶ケ谷4-28,東急田園都市線,梶が谷,－徒歩17分,5580万円～6380万円,86.28m2～103.81m2,2LDK+S（納戸）パントリー＋シューズインクローゼット＋テレワークスペース,-
9424,馬絹6丁目　新築戸建,新築一戸建て,神奈川県川崎市宮前区馬絹６,東急田園都市線,宮崎台,－徒歩10分,5580万円,54.47m2（16.47坪）,4LDK,-
9425,有馬４（鷺沼駅） 5680万円,新築一戸建て,神奈川県川崎市宮前区有馬４,東急田園都市線,鷺沼,－徒歩17分,5680万円,65.01m2（実測）,4LDK,-
9426,野川本町１ 5680万円・5880万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス7分停歩9分,5680万円・5880万円,128.8m2～128.87m2（38.96坪～38.98坪）,4LDK,-
9427,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス11分停歩10分,5680万円,128.82m2（38.96坪）（実測）,4LDK,-
9428,◇◆宮前区馬絹2丁目　新築戸建◆◇,新築一戸建て,神奈川県川崎市宮前区馬絹２,東急田園都市線,宮前平,－徒歩15分,5680万円,130.56m2（39.49坪）,4LDK,-
9429,馬絹２（宮前平駅） 5680万円,新築一戸建て,神奈川県川崎市宮前区馬絹２,東急田園都市線,宮前平,－徒歩15分,5680万円,130.56m2（実測）,4LDK,-
9430,馬絹２（宮前平駅） 5680万円,新築一戸建て,神奈川県川崎市宮前区馬絹２,東急田園都市線,宮前平,－徒歩15分,5680万円,130.56m2（39.49坪）（実測）,4LDK,-
9431,野川本町１ 5680万円～5880万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス7分停歩9分,5680万円～5880万円,128.8m2～128.87m2（38.96坪～38.98坪）,4LDK,-
9432,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス7分停歩9分,5680万円,128.81m2～128.88m2（38.96坪～38.98坪）,4LDK,-
9433,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス7分停歩9分,5680万円,128.82m2～128.88m2（38.96坪～38.98坪）（実測）,4LDK-,-
9434,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩9分,5680万円,128.82m2（38.96坪）,4LDK,-
9435,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩9分,5680万円,128.8m2（38.96坪）,4LDK,-
9436,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩9分,5680万円,128.81m2（38.96坪）,4LDK,-
9437,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩9分,5680万円,128.82m2（38.96坪）,4LDK,-
9438,川崎市宮前区野川本町の家,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩11分,5680万円,128.82m2～128.88m2,4LDK,-
9439,川崎市宮前区野川本町の家,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩10分,5680万円～5880万円,128.8m2～128.87m2,4LDK,-
9440,川崎市宮前区野川本町1丁目　新築戸建　全10棟,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス7分停歩9分,5680万円・5880万円,128.8m2～128.88m2（38.96坪～38.98坪）（実測）,4LDK,-
9441,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス7分停歩9分,5680万円,128.82m2～128.88m2（38.96坪～38.98坪）,4LDK,-
9442,◆メルディアの仲介／宮前区野川本町　新築分譲住宅◆,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス7分停歩9分,5680万円,128.82m2～128.88m2,4LDK,-
9443,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩10分,5680万円,128.88m2（38.98坪）,4LDK,-
9444,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩10分,5680万円,128.82m2（38.96坪）,4LDK,-
9445,野川本町１ 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩10分,5680万円,128.83m2（38.97坪）,4LDK,-
9446,野川本町１（武蔵新城駅） 5680万円,新築一戸建て,神奈川県川崎市宮前区野川本町１-34,ＪＲ南武線,武蔵新城,－徒歩27分,5680万円,128.82m2～128.88m2,4LDK,-
9447,野川台１ 5780万円,新築一戸建て,神奈川県川崎市宮前区野川台１,東急田園都市線,鷺沼,バス16分停歩4分,5780万円,134.09m2（40.56坪）,4LDK,-
9448,川崎市宮前区野川台の家,新築一戸建て,神奈川県川崎市宮前区野川台１,東急田園都市線,鷺沼,バス16分停歩4分,5780万円,134.09m2,4LDK,-
9449,新築戸建て　宮前区野川台一丁目丁目,新築一戸建て,神奈川県川崎市宮前区野川台１,東急田園都市線,鷺沼,バス16分停歩4分,5780万円,134.09m2,4LDK,-
9450,フォレストタウン犬蔵2丁目　5区画分譲のうち今回販売2区画,新築一戸建て,神奈川県川崎市宮前区犬蔵２-15,東急田園都市線,たまプラーザ,－徒歩18分,5780万円～5980万円,117.19m2～118.38m2,3LDK,-
9451,犬蔵３（たまプラーザ駅） 5880万円,新築一戸建て,神奈川県川崎市宮前区犬蔵３,東急田園都市線,たまプラーザ,－徒歩18分,5880万円,90.57m2（27.39坪）,2LDK,-
9452,野川本町１ 5880万円,新築一戸建て,神奈川県川崎市宮前区野川本町１,東急田園都市線,梶が谷,バス15分停歩9分,5880万円,128.87m2（38.98坪）,4LDK,-
9453,犬蔵３（たまプラーザ駅） 6080万円,新築一戸建て,神奈川県川崎市宮前区犬蔵３,東急田園都市線,たまプラーザ,－徒歩18分,6080万円,99.45m2（30.08坪）,2LDK,-
9454,オープンライブス鷺沼アクセス,新築一戸建て,神奈川県川崎市宮前区有馬１,東急田園都市線,鷺沼,－徒歩9分,6180万円～6480万円,49.22m2～71.54m2,1LDK+2S（納戸）～2LDK+S（納戸）,-
9455,ゆとりを持った設計と、電車やお車でのお出掛けとアクティブな気持ちになる邸宅 全4邸♪,新築一戸建て,神奈川県川崎市宮前区有馬１,東急田園都市線,鷺沼,－徒歩9分,6180万円～6480万円,49.22m2～100.69m2,1LDK+2S（納戸）～2LDK+2S（納戸）,-
9456,犬蔵３（たまプラーザ駅） 6280万円,新築一戸建て,神奈川県川崎市宮前区犬蔵３,東急田園都市線,たまプラーザ,－徒歩18分,6280万円,70.06m2（21.19坪）,2LDK,-
9457,犬蔵３（たまプラーザ駅） 6280万円,新築一戸建て,神奈川県川崎市宮前区犬蔵３,東急田園都市線,たまプラーザ,－徒歩18分,6280万円,82m2（24.80坪）,3LDK+S（納戸）,-
9458,【屋上テラス付 新築戸建て】&RESORT HOUSE 宮崎台　◆制震・耐震設計◆,新築一戸建て,神奈川県川崎市宮前区神木本町３,東急田園都市線,宮崎台,－徒歩20分～21分,6380万円～6980万円,131.44m2・131.45m2（39.76坪・39.76坪）（実測）,2LDK+S（納戸）～4LDK+屋上テラス,-
9459,梶ケ谷（宮崎台駅） 6380万円,新築一戸建て,神奈川県川崎市宮前区梶ケ谷,東急田園都市線,宮崎台,－徒歩18分,6380万円,86.27m2（26.09坪）（登記）,1LDK+S（納戸）,-
9460,川崎市宮前区犬蔵２丁目 新築戸建2棟,新築一戸建て,神奈川県川崎市宮前区犬蔵２,東急田園都市線,たまプラーザ,－徒歩10分,6580万円,48.08m2・49.61m2,2LDK+S（納戸）・4LDK,-
9461,グランエクセラ鷺沼/小台2丁目,新築一戸建て,神奈川県川崎市宮前区小台２,東急田園都市線,宮前平,－徒歩7分,6780万円～6980万円,54.73m2～54.78m2,2LDK+S（納戸）～3LDK,-
9462,グランエクセラ鷺沼小台2丁目　川崎市宮前区小台２丁目 新築戸建3棟,新築一戸建て,神奈川県川崎市宮前区小台２,東急田園都市線,鷺沼,－徒歩13分,6780万円・6980万円,54.73m2～54.78m2,2LDK+S（納戸）・3LDK,-
9463,【売主】グランエクセラ宮崎台・宮前平/神木2丁目4期,新築一戸建て,神奈川県川崎市宮前区神木２,東急田園都市線,宮崎台,－徒歩20分～23分,6980万円～7180万円,126.72m2～129.21m2,3LDK～4LDK,-
9464,東有馬４（北山田駅） 7480万円,新築一戸建て,神奈川県川崎市宮前区東有馬４-25,グリーンライン,北山田,－徒歩13分,7480万円,126.8m2（38.35坪）,3LDK＋ルーフバルコニー＋DEN,-
9465,東有馬４（北山田駅） 7480万円,新築一戸建て,神奈川県川崎市宮前区東有馬４-25,グリーンライン,北山田,－徒歩13分,7480万円,126.8m2（38.35坪）,3LDK＋ルーフバルコニー＋DEN,-
9466,東有馬４（北山田駅） 7520万円,新築一戸建て,神奈川県川崎市宮前区東有馬４-25,グリーンライン,北山田,－徒歩13分,7520万円,126.76m2（38.34坪）,4LDK＋小屋裏収納約13帖,-
9467,鷺沼１（鷺沼駅） 7980万円～8580万円,新築一戸建て,神奈川県川崎市宮前区鷺沼１,東急田園都市線,鷺沼,－徒歩5分,7980万円～8580万円,66.13m2～80.98m2,2LDK+S（納戸）～3LDK,-
9468,メルディア有馬6丁目,新築一戸建て,神奈川県川崎市宮前区有馬６,東急田園都市線,鷺沼,－徒歩18分,8180万円,153.83m2,4LDK,-
9469,◆◇当社グループ物件／メルディア有馬6丁目◇◆,新築一戸建て,神奈川県川崎市宮前区有馬６,東急田園都市線,鷺沼,－徒歩17分,8180万円,153.83m2,4LDK,-
9470,◆LAGRAS　デザイナーズ住宅◆東急田園都市線「鷺沼」駅　徒歩17分　新築戸建,新築一戸建て,神奈川県川崎市宮前区有馬７,東急田園都市線,鷺沼,－徒歩17分,8280万円・8580万円,160.99m2・169.74m2,3LDK・4LDK,-
9471,【ACCESS 鷺沼】広々ＬＤＫ×デザイナーズ住宅♪土地面積ゆとりの【４８坪】！,新築一戸建て,神奈川県川崎市宮前区有馬７,東急田園都市線,鷺沼,－徒歩17分,8280万円,169.74m2（実測）,3LDK,-
9472,川崎市宮前区有馬7丁目 新築2棟,新築一戸建て,神奈川県川崎市宮前区有馬７,東急田園都市線,鷺沼,－徒歩17分,8280万円・8580万円,160.99m2・169.74m2（実測）,3LDK・4LDK,-
9473,◇◆宮前区有馬7丁目　新築戸建　全2棟◆◇,新築一戸建て,神奈川県川崎市宮前区有馬７,東急田園都市線,鷺沼,－徒歩18分,8280万円・8580万円,160.99m2・169.74m2（48.69坪・51.34坪）,3LDK・4LDK,-
9474,東有馬４（北山田駅） 8280万円,新築一戸建て,神奈川県川崎市宮前区東有馬４-25,グリーンライン,北山田,－徒歩13分,8280万円,126.89m2（38.38坪）,3LDK＋グルニエ＋書斎,-
9475,有馬７（鷺沼駅） 8280万円～8580万円,新築一戸建て,神奈川県川崎市宮前区有馬７,東急田園都市線,鷺沼,－徒歩17分,8280万円～8580万円,160.99m2～169.74m2,3LDK～4LDK,-
9476,鷺沼２（たまプラーザ駅） 8280万円・9380万円,新築一戸建て,神奈川県川崎市宮前区鷺沼２,東急田園都市線,たまプラーザ,－徒歩14分,8280万円・9380万円,148.64m2・182.48m2（44.96坪・55.19坪）,4LDK,-
9477,神木２（宮崎台駅） 8480万円,新築一戸建て,神奈川県川崎市宮前区神木２,東急田園都市線,宮崎台,－徒歩17分,8480万円,168.91m2,5LDK,-
9478,菅生６（たまプラーザ駅） 8480万円,新築一戸建て,神奈川県川崎市宮前区菅生６,東急田園都市線,たまプラーザ,－徒歩27分,8480万円,146.58m2,4LDK,-
9479,川崎市宮前区神木2丁目 新築戸建1棟,新築一戸建て,神奈川県川崎市宮前区神木２,東急田園都市線,宮前平,－徒歩16分,8480万円,168.91m2,5LDK,-
9480,【デザイナーズ分譲住宅】SugaoＰＪ_Ａ号棟,新築一戸建て,神奈川県川崎市宮前区菅生６,東急田園都市線,宮前平,－徒歩20分,8480万円,146.58m2（44.34坪）（実測）,3LDK+S（納戸）,-
9481,神木２（宮前平駅） 8980万円,新築一戸建て,神奈川県川崎市宮前区神木２,東急田園都市線,宮前平,－徒歩17分,8980万円,215.99m2（65.33坪）（登記）,3LDK,-
9482,川崎市宮前区有馬１丁目 新築戸建2棟,新築一戸建て,神奈川県川崎市宮前区有馬１,東急田園都市線,鷺沼,－徒歩6分,8980万円,105.02m2（登記）,4LDK3LDK＋S,-
9483,鷺沼２（鷺沼駅） 9380万円,新築一戸建て,神奈川県川崎市宮前区鷺沼２-18-2,東急田園都市線,鷺沼,－徒歩12分,9380万円,148.64m2（実測）,4LDK,-
9484,鷺沼2丁目　新築戸建て,新築一戸建て,神奈川県川崎市宮前区鷺沼２,東急田園都市線,鷺沼,－徒歩12分,9380万円,148.64m2（実測）,4LDK,-
9485,鷺沼３（鷺沼駅） 9880万円,新築一戸建て,神奈川県川崎市宮前区鷺沼３,東急田園都市線,鷺沼,－徒歩5分,9880万円,195.15m2（実測）、路地状部分：44.46㎡含,4LDK,-
9486,鷺沼３（鷺沼駅） 9880万円,新築一戸建て,神奈川県川崎市宮前区鷺沼３,東急田園都市線,鷺沼,－徒歩5分,9880万円,195.15m2（59.03坪）（登記）、路地状部分：45.29㎡含、傾斜部分：83.77㎡含,4LDK,-
9487,鷺沼２（鷺沼駅） 1億800万円,新築一戸建て,神奈川県川崎市宮前区鷺沼２,東急田園都市線,鷺沼,－徒歩12分,1億800万円,132.88m2～132.89m2（40.19坪～40.19坪）（登記）,3LDK+S（納戸）,-
